Feedback_ID,Text,Topic,Channel,Sentiment
FB01256,Saya ingin informasi tentang produk tabungan,Customer Service,Mobile App,neutral
FB00103,Pelayanan customer service sangat cepat dan membantu,Card,Call Center,positive
FB00435,Saya tidak puas dengan pelayanan bank,Mobile Banking,Email,negative
FB00075,Saya tidak puas dengan pelayanan bank,Card,Email,negative
FB01792,Saya kecewa karena biaya administrasi terlalu tinggi,ATM,Branch,negative
FB01235,Saya tidak puas dengan pelayanan bank,Customer Service,Email,negative
FB00919,Apa syarat pengajuan KPR,Transaction,ATM,neutral
FB01712,Saya kecewa karena biaya administrasi terlalu tinggi,Loan,Branch,negative
FB01671,Proses pengajuan kredit terlalu lama,Card,Mobile App,negative
FB01621,Saya sangat puas dengan layanan bank ini,Loan,Mobile App,positive
FB00763,Pelayanan customer service sangat cepat dan membantu,ATM,Call Center,positive
FB00990,Customer service lambat merespons keluhan saya,Customer Service,Email,negative
FB00389,Transaksi saya gagal dan saldo belum kembali,Loan,ATM,negative
FB00236,Saya ingin informasi tentang produk tabungan,Card,Mobile App,neutral
FB01507,Transfer berhasil tanpa masalah,Transaction,Branch,positive
FB00268,Aplikasi banking sering error saat saya gunakan,Transaction,Call Center,negative
FB01188,Aplikasi banking sering error saat saya gunakan,Card,Call Center,negative
FB00118,Saya ingin mengetahui limit kartu kredit,Savings,Call Center,neutral
FB01607,Transfer berhasil tanpa masalah,Loan,Branch,positive
FB00674,Aplikasi sulit digunakan dan sering logout,Transaction,ATM,negative
FB00250,Customer service lambat merespons keluhan saya,Card,Email,negative
FB01453,ATM sering tidak bisa digunakan,Loan,Call Center,negative
FB01995,Saya tidak puas dengan pelayanan bank,ATM,Email,negative
FB00095,Saya tidak puas dengan pelayanan bank,Loan,Email,negative
FB00034,Aplikasi sulit digunakan dan sering logout,Savings,ATM,negative
FB01464,Proses transaksi berjalan lancar dan cepat,Mobile Banking,ATM,positive
FB01668,Aplikasi banking sering error saat saya gunakan,Transaction,Call Center,negative
FB00449,Transaksi saya gagal dan saldo belum kembali,Mobile Banking,ATM,negative
FB00717,Bagaimana cara mengganti PIN kartu,Customer Service,Branch,neutral
FB01810,Customer service lambat merespons keluhan saya,Loan,Email,negative
FB01518,Saya ingin mengetahui limit kartu kredit,Savings,Call Center,neutral
FB00001,Saya sangat puas dengan layanan bank ini,Mobile Banking,Mobile App,positive
FB01376,Saya ingin informasi tentang produk tabungan,Loan,Mobile App,neutral
FB01102,Aplikasi mobile banking sangat mudah digunakan,Customer Service,Branch,positive
FB01109,Transaksi saya gagal dan saldo belum kembali,Customer Service,ATM,negative
FB01227,Transfer berhasil tanpa masalah,Transaction,Branch,positive
FB00083,Pelayanan customer service sangat cepat dan membantu,Savings,Call Center,positive
FB01289,Transaksi saya gagal dan saldo belum kembali,Mobile Banking,ATM,negative
FB00677,Bagaimana cara mengganti PIN kartu,Card,Branch,neutral
FB01921,Saya sangat puas dengan layanan bank ini,Customer Service,Mobile App,positive
FB01047,Transfer berhasil tanpa masalah,Loan,Branch,positive
FB00771,Proses pengajuan kredit terlalu lama,Mobile Banking,Mobile App,negative
FB01947,Transfer berhasil tanpa masalah,Mobile Banking,Branch,positive
FB01281,Saya sangat puas dengan layanan bank ini,ATM,Mobile App,positive
FB01581,Saya sangat puas dengan layanan bank ini,Savings,Mobile App,positive
FB01489,Transaksi saya gagal dan saldo belum kembali,Card,ATM,negative
FB00405,Saya suka fitur mobile banking yang lengkap,Savings,Email,positive
FB01728,Aplikasi banking sering error saat saya gunakan,Savings,Call Center,negative
FB01299,Apa syarat pengajuan KPR,Loan,ATM,neutral
FB01341,Saya sangat puas dengan layanan bank ini,Loan,Mobile App,positive
FB00105,Saya suka fitur mobile banking yang lengkap,ATM,Email,positive
FB00689,Transaksi saya gagal dan saldo belum kembali,Customer Service,ATM,negative
FB01306,Petugas bank ramah dan profesional,Loan,Mobile App,positive
FB00827,Transfer berhasil tanpa masalah,Mobile Banking,Branch,positive
FB00063,Pelayanan customer service sangat cepat dan membantu,ATM,Call Center,positive
FB00853,ATM sering tidak bisa digunakan,Savings,Call Center,negative
FB01354,Aplikasi sulit digunakan dan sering logout,Customer Service,ATM,negative
FB00224,Proses transaksi berjalan lancar dan cepat,ATM,ATM,positive
FB00146,Petugas bank ramah dan profesional,Savings,Mobile App,positive
FB01089,Transaksi saya gagal dan saldo belum kembali,Loan,ATM,negative
FB00374,Aplikasi sulit digunakan dan sering logout,Customer Service,ATM,negative
FB01421,Saya sangat puas dengan layanan bank ini,ATM,Mobile App,positive
FB01143,Pelayanan customer service sangat cepat dan membantu,Transaction,Call Center,positive
FB01827,Transfer berhasil tanpa masalah,ATM,Branch,positive
FB01495,Saya tidak puas dengan pelayanan bank,Loan,Email,negative
FB01602,Aplikasi mobile banking sangat mudah digunakan,Savings,Branch,positive
FB01271,Proses pengajuan kredit terlalu lama,Loan,Mobile App,negative
FB00010,Customer service lambat merespons keluhan saya,Customer Service,Email,negative
FB00450,Customer service lambat merespons keluhan saya,Transaction,Email,negative
FB00709,Transaksi saya gagal dan saldo belum kembali,Transaction,ATM,negative
FB00256,Saya ingin informasi tentang produk tabungan,Loan,Mobile App,neutral
FB00883,Pelayanan customer service sangat cepat dan membantu,Mobile Banking,Call Center,positive
FB00390,Customer service lambat merespons keluhan saya,Card,Email,negative
FB00909,Transaksi saya gagal dan saldo belum kembali,Savings,ATM,negative
FB00925,Saya suka fitur mobile banking yang lengkap,Mobile Banking,Email,positive
FB01704,Proses transaksi berjalan lancar dan cepat,Customer Service,ATM,positive
FB01233,ATM sering tidak bisa digunakan,Mobile Banking,Call Center,negative
FB00461,Saya sangat puas dengan layanan bank ini,Savings,Mobile App,positive
FB01270,Customer service lambat merespons keluhan saya,Customer Service,Email,negative
FB01760,Saya ingin mengetahui jam operasional cabang,Customer Service,Email,neutral
FB01169,Transaksi saya gagal dan saldo belum kembali,ATM,ATM,negative
FB00959,Apa syarat pengajuan KPR,ATM,ATM,neutral
FB00502,Aplikasi mobile banking sangat mudah digunakan,Card,Branch,positive
FB00740,Saya ingin mengetahui jam operasional cabang,Card,Email,neutral
FB01850,Customer service lambat merespons keluhan saya,Transaction,Email,negative
FB00869,Transaksi saya gagal dan saldo belum kembali,Mobile Banking,ATM,negative
FB00732,Saya kecewa karena biaya administrasi terlalu tinggi,Loan,Branch,negative
FB00540,Saya ingin mengetahui jam operasional cabang,Mobile Banking,Email,neutral
FB01202,Aplikasi mobile banking sangat mudah digunakan,Card,Branch,positive
FB00698,Saya ingin mengetahui limit kartu kredit,Card,Call Center,neutral
FB01393,ATM sering tidak bisa digunakan,ATM,Call Center,negative
FB01377,Bagaimana cara mengganti PIN kartu,Card,Branch,neutral
FB01146,Petugas bank ramah dan profesional,Card,Mobile App,positive
FB01032,Saya kecewa karena biaya administrasi terlalu tinggi,Customer Service,Branch,negative
FB00373,ATM sering tidak bisa digunakan,Transaction,Call Center,negative
FB00668,Aplikasi banking sering error saat saya gunakan,Customer Service,Call Center,negative
FB01526,Petugas bank ramah dan profesional,ATM,Mobile App,positive
FB00358,Saya ingin mengetahui limit kartu kredit,Mobile Banking,Call Center,neutral
FB00968,Aplikasi banking sering error saat saya gunakan,Transaction,Call Center,negative
FB00784,Proses transaksi berjalan lancar dan cepat,ATM,ATM,positive
FB00736,Saya ingin informasi tentang produk tabungan,Mobile Banking,Mobile App,neutral
FB01036,Saya ingin informasi tentang produk tabungan,ATM,Mobile App,neutral
FB00971,Proses pengajuan kredit terlalu lama,Card,Mobile App,negative
FB01525,Saya suka fitur mobile banking yang lengkap,Savings,Email,positive
FB01487,Transfer berhasil tanpa masalah,Customer Service,Branch,positive
FB01524,Proses transaksi berjalan lancar dan cepat,Card,ATM,positive
FB01491,Proses pengajuan kredit terlalu lama,ATM,Mobile App,negative
FB01643,Pelayanan customer service sangat cepat dan membantu,Card,Call Center,positive
FB01253,ATM sering tidak bisa digunakan,ATM,Call Center,negative
FB01694,Aplikasi sulit digunakan dan sering logout,ATM,ATM,negative
FB01750,Customer service lambat merespons keluhan saya,ATM,Email,negative
FB01237,Bagaimana cara mengganti PIN kartu,Card,Branch,neutral
FB00886,Petugas bank ramah dan profesional,Loan,Mobile App,positive
FB00080,Saya ingin mengetahui jam operasional cabang,Customer Service,Email,neutral
FB01173,ATM sering tidak bisa digunakan,Loan,Call Center,negative
FB00815,Saya tidak puas dengan pelayanan bank,Customer Service,Email,negative
FB01286,Petugas bank ramah dan profesional,Card,Mobile App,positive
FB00672,Saya kecewa karena biaya administrasi terlalu tinggi,ATM,Branch,negative
FB01532,Saya kecewa karena biaya administrasi terlalu tinggi,Savings,Branch,negative
FB00058,Saya ingin mengetahui limit kartu kredit,Transaction,Call Center,neutral
FB00134,Aplikasi sulit digunakan dan sering logout,Mobile Banking,ATM,negative
FB01141,Saya sangat puas dengan layanan bank ini,ATM,Mobile App,positive
FB00934,Aplikasi sulit digunakan dan sering logout,Customer Service,ATM,negative
FB01685,Saya suka fitur mobile banking yang lengkap,Card,Email,positive
FB00824,Proses transaksi berjalan lancar dan cepat,Card,ATM,positive
FB01215,Saya tidak puas dengan pelayanan bank,Loan,Email,negative
FB00505,Saya suka fitur mobile banking yang lengkap,Mobile Banking,Email,positive
FB01775,Saya tidak puas dengan pelayanan bank,Loan,Email,negative
FB00348,Aplikasi banking sering error saat saya gunakan,Card,Call Center,negative
FB00387,Transfer berhasil tanpa masalah,Transaction,Branch,positive
FB01025,Saya suka fitur mobile banking yang lengkap,Customer Service,Email,positive
FB00895,Saya tidak puas dengan pelayanan bank,Savings,Email,negative
FB00829,Transaksi saya gagal dan saldo belum kembali,Customer Service,ATM,negative
FB01893,ATM sering tidak bisa digunakan,Customer Service,Call Center,negative
FB00476,Saya ingin informasi tentang produk tabungan,ATM,Mobile App,neutral
FB01471,Proses pengajuan kredit terlalu lama,Mobile Banking,Mobile App,negative
FB01448,Aplikasi banking sering error saat saya gunakan,Savings,Call Center,negative
FB01582,Aplikasi mobile banking sangat mudah digunakan,ATM,Branch,positive
FB00653,ATM sering tidak bisa digunakan,Transaction,Call Center,negative
FB00173,ATM sering tidak bisa digunakan,Card,Call Center,negative
FB01150,Customer service lambat merespons keluhan saya,Transaction,Email,negative
FB00039,Apa syarat pengajuan KPR,Loan,ATM,neutral
FB00714,Aplikasi sulit digunakan dan sering logout,ATM,ATM,negative
FB00091,Proses pengajuan kredit terlalu lama,ATM,Mobile App,negative
FB01937,Bagaimana cara mengganti PIN kartu,Card,Branch,neutral
FB01206,Petugas bank ramah dan profesional,Transaction,Mobile App,positive
FB00876,Saya ingin informasi tentang produk tabungan,Mobile Banking,Mobile App,neutral
FB01352,Saya kecewa karena biaya administrasi terlalu tinggi,Mobile Banking,Branch,negative
FB01890,Customer service lambat merespons keluhan saya,ATM,Email,negative
FB01094,Aplikasi sulit digunakan dan sering logout,Transaction,ATM,negative
FB01156,Saya ingin informasi tentang produk tabungan,Mobile Banking,Mobile App,neutral
FB01782,Aplikasi mobile banking sangat mudah digunakan,Loan,Branch,positive
FB01959,Apa syarat pengajuan KPR,Savings,ATM,neutral
FB00500,Saya ingin mengetahui jam operasional cabang,Customer Service,Email,neutral
FB00339,Apa syarat pengajuan KPR,Customer Service,ATM,neutral
FB01189,Transaksi saya gagal dan saldo belum kembali,Savings,ATM,negative
FB00029,Transaksi saya gagal dan saldo belum kembali,Mobile Banking,ATM,negative
FB01218,Saya ingin mengetahui limit kartu kredit,ATM,Call Center,neutral
FB01400,Saya ingin mengetahui jam operasional cabang,ATM,Email,neutral
FB01821,Saya sangat puas dengan layanan bank ini,Mobile Banking,Mobile App,positive
FB00946,Petugas bank ramah dan profesional,Mobile Banking,Mobile App,positive
FB00170,Customer service lambat merespons keluhan saya,Transaction,Email,negative
FB01405,Saya suka fitur mobile banking yang lengkap,Card,Email,positive
FB01198,Saya ingin mengetahui limit kartu kredit,Mobile Banking,Call Center,neutral
FB01254,Aplikasi sulit digunakan dan sering logout,Mobile Banking,ATM,negative
FB01614,Aplikasi sulit digunakan dan sering logout,Loan,ATM,negative
FB00913,ATM sering tidak bisa digunakan,Customer Service,Call Center,negative
FB00492,Saya kecewa karena biaya administrasi terlalu tinggi,Transaction,Branch,negative
FB00954,Aplikasi sulit digunakan dan sering logout,Transaction,ATM,negative
FB01098,Saya ingin mengetahui limit kartu kredit,Savings,Call Center,neutral
FB01033,ATM sering tidak bisa digunakan,Loan,Call Center,negative
FB00588,Aplikasi banking sering error saat saya gunakan,ATM,Call Center,negative
FB00751,Proses pengajuan kredit terlalu lama,Transaction,Mobile App,negative
FB00658,Saya ingin mengetahui limit kartu kredit,ATM,Call Center,neutral
FB00235,Saya tidak puas dengan pelayanan bank,Loan,Email,negative
FB00733,ATM sering tidak bisa digunakan,Card,Call Center,negative
FB01989,Transaksi saya gagal dan saldo belum kembali,Mobile Banking,ATM,negative
FB01633,ATM sering tidak bisa digunakan,Transaction,Call Center,negative
FB01157,Bagaimana cara mengganti PIN kartu,Transaction,Branch,neutral
FB01470,Customer service lambat merespons keluhan saya,ATM,Email,negative
FB01425,Saya suka fitur mobile banking yang lengkap,Loan,Email,positive
FB01628,Aplikasi banking sering error saat saya gunakan,Loan,Call Center,negative
FB00935,Saya tidak puas dengan pelayanan bank,Loan,Email,negative
FB01210,Customer service lambat merespons keluhan saya,Savings,Email,negative
FB01066,Petugas bank ramah dan profesional,Transaction,Mobile App,positive
FB00109,Transaksi saya gagal dan saldo belum kembali,Loan,ATM,negative
FB01543,Pelayanan customer service sangat cepat dan membantu,Customer Service,Call Center,positive
FB00569,Transaksi saya gagal dan saldo belum kembali,Transaction,ATM,negative
FB01168,Aplikasi banking sering error saat saya gunakan,Savings,Call Center,negative
FB01175,Saya tidak puas dengan pelayanan bank,Savings,Email,negative
FB00891,Proses pengajuan kredit terlalu lama,Transaction,Mobile App,negative
FB00948,Aplikasi banking sering error saat saya gunakan,Customer Service,Call Center,negative
FB01049,Transaksi saya gagal dan saldo belum kembali,Savings,ATM,negative
FB01353,ATM sering tidak bisa digunakan,Transaction,Call Center,negative
FB01778,Saya ingin mengetahui limit kartu kredit,ATM,Call Center,neutral
FB01447,Transfer berhasil tanpa masalah,Card,Branch,positive
FB00885,Saya suka fitur mobile banking yang lengkap,Customer Service,Email,positive
FB01673,ATM sering tidak bisa digunakan,ATM,Call Center,negative
FB00851,Proses pengajuan kredit terlalu lama,Loan,Mobile App,negative
FB00735,Saya tidak puas dengan pelayanan bank,ATM,Email,negative
FB00718,Saya ingin mengetahui limit kartu kredit,Loan,Call Center,neutral
FB00455,Saya tidak puas dengan pelayanan bank,ATM,Email,negative
FB00265,Saya suka fitur mobile banking yang lengkap,Savings,Email,positive
FB00076,Saya ingin informasi tentang produk tabungan,Savings,Mobile App,neutral
FB01658,Saya ingin mengetahui limit kartu kredit,Savings,Call Center,neutral
FB00445,Saya suka fitur mobile banking yang lengkap,Loan,Email,positive
FB00396,Saya ingin informasi tentang produk tabungan,Loan,Mobile App,neutral
FB00177,Bagaimana cara mengganti PIN kartu,Transaction,Branch,neutral
FB01043,Pelayanan customer service sangat cepat dan membantu,ATM,Call Center,positive
FB01736,Saya ingin informasi tentang produk tabungan,ATM,Mobile App,neutral
FB01402,Aplikasi mobile banking sangat mudah digunakan,Transaction,Branch,positive
FB01381,Saya sangat puas dengan layanan bank ini,Transaction,Mobile App,positive
FB00596,Saya ingin informasi tentang produk tabungan,Mobile Banking,Mobile App,neutral
FB00062,Aplikasi mobile banking sangat mudah digunakan,Savings,Branch,positive
FB01297,Bagaimana cara mengganti PIN kartu,Transaction,Branch,neutral
FB00873,ATM sering tidak bisa digunakan,Card,Call Center,negative
FB01490,Customer service lambat merespons keluhan saya,Savings,Email,negative
FB01879,Apa syarat pengajuan KPR,Customer Service,ATM,neutral
FB00279,Apa syarat pengajuan KPR,Savings,ATM,neutral
FB00037,Bagaimana cara mengganti PIN kartu,Transaction,Branch,neutral
FB01976,Saya ingin informasi tentang produk tabungan,Transaction,Mobile App,neutral
FB00663,Pelayanan customer service sangat cepat dan membantu,Card,Call Center,positive
FB01954,Aplikasi sulit digunakan dan sering logout,Mobile Banking,ATM,negative
FB01445,Saya suka fitur mobile banking yang lengkap,Customer Service,Email,positive
FB00978,Saya ingin mengetahui limit kartu kredit,Card,Call Center,neutral
FB01572,Saya kecewa karena biaya administrasi terlalu tinggi,Loan,Branch,negative
FB00739,Apa syarat pengajuan KPR,Loan,ATM,neutral
FB00192,Saya kecewa karena biaya administrasi terlalu tinggi,Customer Service,Branch,negative
FB00920,Saya ingin mengetahui jam operasional cabang,Customer Service,Email,neutral
FB00457,Bagaimana cara mengganti PIN kartu,Transaction,Branch,neutral
FB00676,Saya ingin informasi tentang produk tabungan,Loan,Mobile App,neutral
FB00761,Saya sangat puas dengan layanan bank ini,Card,Mobile App,positive
FB01808,Aplikasi banking sering error saat saya gunakan,Transaction,Call Center,negative
FB01603,Pelayanan customer service sangat cepat dan membantu,ATM,Call Center,positive
FB00729,Transaksi saya gagal dan saldo belum kembali,Mobile Banking,ATM,negative
FB00413,ATM sering tidak bisa digunakan,ATM,Call Center,negative
FB01099,Apa syarat pengajuan KPR,ATM,ATM,neutral
FB00826,Petugas bank ramah dan profesional,ATM,Mobile App,positive
FB01640,Saya ingin mengetahui jam operasional cabang,Transaction,Email,neutral
FB00617,Bagaimana cara mengganti PIN kartu,Mobile Banking,Branch,neutral
FB00115,Saya tidak puas dengan pelayanan bank,Customer Service,Email,negative
FB00418,Saya ingin mengetahui limit kartu kredit,Card,Call Center,neutral
FB01911,Proses pengajuan kredit terlalu lama,ATM,Mobile App,negative
FB00970,Customer service lambat merespons keluhan saya,Loan,Email,negative
FB00605,Saya suka fitur mobile banking yang lengkap,Customer Service,Email,positive
FB01919,Apa syarat pengajuan KPR,Mobile Banking,ATM,neutral
FB00090,Customer service lambat merespons keluhan saya,Savings,Email,negative
FB00849,Transaksi saya gagal dan saldo belum kembali,Transaction,ATM,negative
FB01520,Saya ingin mengetahui jam operasional cabang,Mobile Banking,Email,neutral
FB01918,Saya ingin mengetahui limit kartu kredit,ATM,Call Center,neutral
FB00754,Aplikasi sulit digunakan dan sering logout,Card,ATM,negative
FB00499,Apa syarat pengajuan KPR,Transaction,ATM,neutral
FB01277,Bagaimana cara mengganti PIN kartu,Customer Service,Branch,neutral
FB01326,Petugas bank ramah dan profesional,Customer Service,Mobile App,positive
FB00012,Saya kecewa karena biaya administrasi terlalu tinggi,Card,Branch,negative
FB00397,Bagaimana cara mengganti PIN kartu,Card,Branch,neutral
FB00285,Saya suka fitur mobile banking yang lengkap,Card,Email,positive
FB01067,Transfer berhasil tanpa masalah,Customer Service,Branch,positive
FB01192,Saya kecewa karena biaya administrasi terlalu tinggi,Transaction,Branch,negative
FB01745,Saya suka fitur mobile banking yang lengkap,Transaction,Email,positive
FB00691,Proses pengajuan kredit terlalu lama,Card,Mobile App,negative
FB01753,ATM sering tidak bisa digunakan,Customer Service,Call Center,negative
FB01876,Saya ingin informasi tentang produk tabungan,ATM,Mobile App,neutral
FB00690,Customer service lambat merespons keluhan saya,Loan,Email,negative
FB00852,Saya kecewa karena biaya administrasi terlalu tinggi,Card,Branch,negative
FB00160,Saya ingin mengetahui jam operasional cabang,Savings,Email,neutral
FB00896,Saya ingin informasi tentang produk tabungan,ATM,Mobile App,neutral
FB01576,Saya ingin informasi tentang produk tabungan,Mobile Banking,Mobile App,neutral
FB00258,Saya ingin mengetahui limit kartu kredit,Savings,Call Center,neutral
FB00336,Saya ingin informasi tentang produk tabungan,ATM,Mobile App,neutral
FB01880,Saya ingin mengetahui jam operasional cabang,Loan,Email,neutral
FB01040,Saya ingin mengetahui jam operasional cabang,Loan,Email,neutral
FB00516,Saya ingin informasi tentang produk tabungan,Card,Mobile App,neutral
FB01349,Transaksi saya gagal dan saldo belum kembali,Card,ATM,negative
FB01016,Saya ingin informasi tentang produk tabungan,Mobile Banking,Mobile App,neutral
FB00769,Transaksi saya gagal dan saldo belum kembali,Savings,ATM,negative
FB01747,Transfer berhasil tanpa masalah,Loan,Branch,positive
FB00762,Aplikasi mobile banking sangat mudah digunakan,Savings,Branch,positive
FB01247,Transfer berhasil tanpa masalah,Mobile Banking,Branch,positive
FB01204,Proses transaksi berjalan lancar dan cepat,ATM,ATM,positive
FB01468,Aplikasi banking sering error saat saya gunakan,Card,Call Center,negative
FB01984,Proses transaksi berjalan lancar dan cepat,Customer Service,ATM,positive
FB00522,Aplikasi mobile banking sangat mudah digunakan,Loan,Branch,positive
FB00023,Pelayanan customer service sangat cepat dan membantu,Transaction,Call Center,positive
FB00357,Bagaimana cara mengganti PIN kartu,ATM,Branch,neutral
FB01278,Saya ingin mengetahui limit kartu kredit,Loan,Call Center,neutral
FB01313,ATM sering tidak bisa digunakan,Loan,Call Center,negative
FB01683,Pelayanan customer service sangat cepat dan membantu,Customer Service,Call Center,positive
FB00341,Saya sangat puas dengan layanan bank ini,Card,Mobile App,positive
FB00432,Saya kecewa karena biaya administrasi terlalu tinggi,Card,Branch,negative
FB00474,Aplikasi sulit digunakan dan sering logout,Card,ATM,negative
FB00218,Saya ingin mengetahui limit kartu kredit,Mobile Banking,Call Center,neutral
FB00912,Saya kecewa karena biaya administrasi terlalu tinggi,Transaction,Branch,negative
FB01228,Aplikasi banking sering error saat saya gunakan,Customer Service,Call Center,negative
FB01597,Bagaimana cara mengganti PIN kartu,Mobile Banking,Branch,neutral
FB01012,Saya kecewa karena biaya administrasi terlalu tinggi,Loan,Branch,negative
FB01950,Customer service lambat merespons keluhan saya,Loan,Email,negative
FB00094,Aplikasi sulit digunakan dan sering logout,Customer Service,ATM,negative
FB01009,Transaksi saya gagal dan saldo belum kembali,Mobile Banking,ATM,negative
FB01071,Proses pengajuan kredit terlalu lama,ATM,Mobile App,negative
FB01093,ATM sering tidak bisa digunakan,Mobile Banking,Call Center,negative
FB01915,Saya tidak puas dengan pelayanan bank,Loan,Email,negative
FB01309,Transaksi saya gagal dan saldo belum kembali,ATM,ATM,negative
FB00697,Bagaimana cara mengganti PIN kartu,Loan,Branch,neutral
FB01828,Aplikasi banking sering error saat saya gunakan,Mobile Banking,Call Center,negative
FB00997,Bagaimana cara mengganti PIN kartu,Customer Service,Branch,neutral
FB00154,Aplikasi sulit digunakan dan sering logout,ATM,ATM,negative
FB01100,Saya ingin mengetahui jam operasional cabang,Mobile Banking,Email,neutral
FB01719,Apa syarat pengajuan KPR,Loan,ATM,neutral
FB01998,Saya ingin mengetahui limit kartu kredit,Customer Service,Call Center,neutral
FB00790,Customer service lambat merespons keluhan saya,Savings,Email,negative
FB00581,Saya sangat puas dengan layanan bank ini,ATM,Mobile App,positive
FB00704,Proses transaksi berjalan lancar dan cepat,Loan,ATM,positive
FB01213,ATM sering tidak bisa digunakan,Transaction,Call Center,negative
FB01296,Saya ingin informasi tentang produk tabungan,Mobile Banking,Mobile App,neutral
FB01666,Petugas bank ramah dan profesional,ATM,Mobile App,positive
FB01261,Saya sangat puas dengan layanan bank ini,Mobile Banking,Mobile App,positive
FB00488,Aplikasi banking sering error saat saya gunakan,Card,Call Center,negative
FB00560,Saya ingin mengetahui jam operasional cabang,ATM,Email,neutral
FB01142,Aplikasi mobile banking sangat mudah digunakan,Mobile Banking,Branch,positive
FB01120,Saya ingin mengetahui jam operasional cabang,ATM,Email,neutral
FB00802,Aplikasi mobile banking sangat mudah digunakan,Loan,Branch,positive
FB00513,ATM sering tidak bisa digunakan,Transaction,Call Center,negative
FB00634,Aplikasi sulit digunakan dan sering logout,Loan,ATM,negative
FB01922,Aplikasi mobile banking sangat mudah digunakan,Loan,Branch,positive
FB01788,Aplikasi banking sering error saat saya gunakan,Customer Service,Call Center,negative
FB01546,Petugas bank ramah dan profesional,Savings,Mobile App,positive
FB01151,Proses pengajuan kredit terlalu lama,Customer Service,Mobile App,negative
FB00791,Proses pengajuan kredit terlalu lama,ATM,Mobile App,negative
FB00117,Bagaimana cara mengganti PIN kartu,Card,Branch,neutral
FB00741,Saya sangat puas dengan layanan bank ini,Savings,Mobile App,positive
FB01691,Proses pengajuan kredit terlalu lama,Loan,Mobile App,negative
FB01082,Aplikasi mobile banking sangat mudah digunakan,Loan,Branch,positive
FB00831,Proses pengajuan kredit terlalu lama,Card,Mobile App,negative
FB00120,Saya ingin mengetahui jam operasional cabang,Mobile Banking,Email,neutral
FB00657,Bagaimana cara mengganti PIN kartu,Savings,Branch,neutral
FB01908,Aplikasi banking sering error saat saya gunakan,Loan,Call Center,negative
FB00636,Saya ingin informasi tentang produk tabungan,Savings,Mobile App,neutral
FB00370,Customer service lambat merespons keluhan saya,Savings,Email,negative
FB00269,Transaksi saya gagal dan saldo belum kembali,Customer Service,ATM,negative
FB00656,Saya ingin informasi tentang produk tabungan,Card,Mobile App,neutral
FB00936,Saya ingin informasi tentang produk tabungan,Card,Mobile App,neutral
FB00823,Pelayanan customer service sangat cepat dan membantu,Loan,Call Center,positive
FB00867,Transfer berhasil tanpa masalah,Savings,Branch,positive
FB00047,Transfer berhasil tanpa masalah,Card,Branch,positive
FB01374,Aplikasi sulit digunakan dan sering logout,Transaction,ATM,negative
FB01709,Transaksi saya gagal dan saldo belum kembali,Mobile Banking,ATM,negative
FB00992,Saya kecewa karena biaya administrasi terlalu tinggi,Card,Branch,negative
FB00877,Bagaimana cara mengganti PIN kartu,Transaction,Branch,neutral
FB00774,Aplikasi sulit digunakan dan sering logout,Loan,ATM,negative
FB01220,Saya ingin mengetahui jam operasional cabang,Transaction,Email,neutral
FB02000,Saya ingin mengetahui jam operasional cabang,Card,Email,neutral
FB00005,Saya suka fitur mobile banking yang lengkap,Card,Email,positive
FB01004,Proses transaksi berjalan lancar dan cepat,Customer Service,ATM,positive
FB01724,Proses transaksi berjalan lancar dan cepat,Transaction,ATM,positive
FB00264,Proses transaksi berjalan lancar dan cepat,Card,ATM,positive
FB01570,Customer service lambat merespons keluhan saya,Transaction,Email,negative
FB01831,Proses pengajuan kredit terlalu lama,Loan,Mobile App,negative
FB00444,Proses transaksi berjalan lancar dan cepat,Customer Service,ATM,positive
FB01003,Pelayanan customer service sangat cepat dan membantu,Transaction,Call Center,positive
FB01078,Saya ingin mengetahui limit kartu kredit,ATM,Call Center,neutral
FB00838,Saya ingin mengetahui limit kartu kredit,Card,Call Center,neutral
FB01791,Proses pengajuan kredit terlalu lama,Savings,Mobile App,negative
FB00305,Saya suka fitur mobile banking yang lengkap,Loan,Email,positive
FB01366,Petugas bank ramah dan profesional,Mobile Banking,Mobile App,positive
FB01558,Saya ingin mengetahui limit kartu kredit,Loan,Call Center,neutral
FB00314,Aplikasi sulit digunakan dan sering logout,Savings,ATM,negative
FB00150,Customer service lambat merespons keluhan saya,Customer Service,Email,negative
FB01149,Transaksi saya gagal dan saldo belum kembali,Mobile Banking,ATM,negative
FB01214,Aplikasi sulit digunakan dan sering logout,Customer Service,ATM,negative
FB00575,Saya tidak puas dengan pelayanan bank,Mobile Banking,Email,negative
FB00051,Proses pengajuan kredit terlalu lama,Transaction,Mobile App,negative
FB01553,ATM sering tidak bisa digunakan,Savings,Call Center,negative
FB00727,Transfer berhasil tanpa masalah,Savings,Branch,positive
FB00834,Aplikasi sulit digunakan dan sering logout,Mobile Banking,ATM,negative
FB01378,Saya ingin mengetahui limit kartu kredit,Savings,Call Center,neutral
FB01116,Saya ingin informasi tentang produk tabungan,Customer Service,Mobile App,neutral
FB01167,Transfer berhasil tanpa masalah,Card,Branch,positive
FB00471,Proses pengajuan kredit terlalu lama,Transaction,Mobile App,negative
FB00972,Saya kecewa karena biaya administrasi terlalu tinggi,Savings,Branch,negative
FB00654,Aplikasi sulit digunakan dan sering logout,Customer Service,ATM,negative
