Call_ID,Customer_ID,Agent_ID,Call_Date,Channel,Product,Intent,Sentiment,Duration_Sec,Hold_Sec,Transfer_Count,Resolution,CSAT,Transcript_Snippet,Word_Count,ASR_Confidence,Silence_Ratio,Agent_Talk_Ratio,Customer_Talk_Ratio,FCR,Sentiment_Score,QA_Score
CALL0001401,C001025,AG037,2026-02-17,Inbound Call,General,Fraud Report,Positive,397,99,0,Resolved,4.1,Saya ingin melaporkan transaksi yang mencurigakan.,56,1.0,0.209,0.623,0.168,1,0.846,0.99
CALL0001402,C000290,AG037,2026-01-09,Inbound Call,KPR,Fraud Report,Neutral,392,58,1,Unresolved,4.8,Saya ingin melaporkan transaksi yang mencurigakan.,55,0.776,0.015,0.488,0.497,0,0.756,0.522
CALL0001403,C000360,AG031,2026-05-31,Inbound Call,Mobile Banking,Cancellation,Neutral,346,108,0,Resolved,3.9,Saya ingin mengetahui cara melakukan transaksi ini.,50,1.0,0.123,0.476,0.401,1,0.303,1.0
CALL0001404,C000387,AG006,2026-06-13,Inbound Call,KPR,Information Request,Neutral,185,134,1,Resolved,4.1,Saya ingin mengetahui cara melakukan transaksi ini.,30,0.85,0.124,0.516,0.36,0,0.524,0.501
CALL0001405,C000213,AG012,2026-07-05,Outbound Call,Debit Card,Fraud Report,Neutral,433,113,0,Resolved,4.3,Saya tidak melakukan transaksi ini.,59,0.96,0.065,0.384,0.551,1,0.506,0.904
CALL0001406,C000187,AG028,2026-08-17,Inbound Call,KPR,Cancellation,Neutral,276,63,0,Resolved,4.3,Mohon informasi mengenai biaya dan ketentuan produk.,41,0.956,0.151,0.497,0.352,1,0.486,1.0
CALL0001407,C000417,AG040,2026-04-30,Inbound Call,KTA,Information Request,Neutral,236,19,1,Resolved,5.0,Mohon informasi mengenai biaya dan ketentuan produk.,37,0.997,0.222,0.337,0.441,0,0.543,0.585
CALL0001408,C001049,AG033,2026-07-18,Inbound Call,Savings,Cancellation,Neutral,377,18,1,Resolved,4.3,Mohon informasi mengenai biaya dan ketentuan produk.,54,0.91,0.182,0.642,0.176,0,0.512,0.387
CALL0001409,C000002,AG017,2026-06-21,Outbound Call,KTA,Cancellation,Neutral,552,28,0,Resolved,3.8,Saya ingin menanyakan status pengajuan saya.,75,0.801,0.214,0.357,0.429,1,0.471,0.861
CALL0001410,C000340,AG010,2026-03-08,Inbound Call,KPR,Fraud Report,Neutral,453,79,1,Resolved,4.4,Saya ingin melaporkan transaksi yang mencurigakan.,63,0.91,0.07,0.533,0.397,0,0.502,0.467
CALL0001411,C000073,AG039,2026-07-22,Inbound Call,Mobile Banking,Payment Issue,Neutral,324,94,0,Resolved,4.8,Saya ingin mengetahui cara melakukan transaksi ini.,47,0.917,0.123,0.356,0.521,1,0.545,1.0
CALL0001412,C000674,AG012,2026-01-13,Outbound Call,Credit Card,Payment Issue,Negative,317,0,0,Resolved,4.6,Saya kecewa karena transaksi saya bermasalah.,46,0.807,0.066,0.416,0.518,1,0.237,0.826
CALL0001413,C000301,AG014,2026-05-24,Inbound Call,General,Information Request,Neutral,534,37,0,Resolved,4.6,Saya ingin menanyakan status pengajuan saya.,73,0.933,0.137,0.435,0.428,1,0.515,0.965
CALL0001414,C000950,AG039,2026-08-14,Inbound Call,Credit Card,Payment Issue,Neutral,45,78,0,Resolved,2.9,Saya ingin menanyakan status pengajuan saya.,12,0.865,0.143,0.838,0.1,1,0.453,0.928
CALL0001415,C000702,AG023,2026-06-08,Inbound Call,KTA,Complaint,Neutral,564,16,1,Resolved,2.2,Saya ingin menanyakan status pengajuan saya.,76,0.969,0.187,0.478,0.335,0,0.726,0.273
CALL0001416,C000940,AG011,2026-08-13,Inbound Call,General,Complaint,Positive,83,89,0,Resolved,5.0,"Terima kasih sudah membantu saya, masalah saya sudah selesai.",19,0.915,0.212,0.381,0.407,1,0.779,1.0
CALL0001417,C000762,AG001,2026-01-14,Inbound Call,KPR,Complaint,Neutral,165,48,0,Resolved,4.4,Saya ingin mengetahui cara melakukan transaksi ini.,28,1.0,0.168,0.427,0.405,1,0.561,1.0
CALL0001418,C000526,AG018,2026-05-08,Outbound Call,Credit Card,Transaction Issue,Negative,327,25,0,Resolved,4.0,Saya kecewa karena transaksi saya bermasalah.,47,0.915,0.06,0.299,0.641,1,0.159,0.901
CALL0001419,C001033,AG040,2026-07-07,Inbound Call,Debit Card,Payment Issue,Negative,811,68,0,Resolved,4.6,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,110,0.956,0.025,0.46,0.515,1,0.215,0.918
CALL0001420,C000572,AG018,2026-06-04,Inbound Call,Credit Card,Product Inquiry,Neutral,722,87,1,Resolved,5.0,Saya ingin menanyakan status pengajuan saya.,96,0.917,0.156,0.702,0.142,0,0.515,0.474
CALL0001421,C001139,AG028,2026-07-31,Outbound Call,General,Product Inquiry,Neutral,547,18,1,Resolved,5.0,Saya ingin mengetahui cara melakukan transaksi ini.,75,0.833,0.225,0.52,0.255,0,0.347,0.366
CALL0001422,C001193,AG011,2026-04-22,Outbound Call,Savings,Complaint,Negative,484,52,0,Resolved,4.8,Saya sudah menunggu lama dan masalah ini belum selesai.,69,0.918,0.118,0.588,0.294,1,0.143,0.959
CALL0001423,C000707,AG032,2026-06-13,Outbound Call,General,Fraud Report,Positive,85,91,1,Resolved,3.4,Saya ingin melaporkan transaksi yang mencurigakan.,17,0.975,0.013,0.371,0.616,0,0.691,0.475
CALL0001424,C000809,AG032,2026-04-11,Inbound Call,KPR,Transaction Issue,Neutral,448,23,1,Resolved,3.5,Saya ingin mengetahui cara melakukan transaksi ini.,63,0.966,0.266,0.456,0.278,0,0.452,0.406
CALL0001425,C000307,AG025,2026-07-29,Outbound Call,Credit Card,Fraud Report,Negative,321,0,1,Resolved,2.3,Ada transaksi kartu yang bukan saya lakukan.,47,0.912,0.154,0.504,0.342,0,0.114,0.456
CALL0001426,C000977,AG031,2026-01-29,Inbound Call,General,Information Request,Neutral,273,0,0,Resolved,4.5,Saya ingin mengetahui cara melakukan transaksi ini.,41,0.843,0.132,0.393,0.475,1,0.504,0.954
CALL0001427,C000806,AG024,2026-03-02,Inbound Call,Debit Card,Information Request,Positive,448,42,0,Resolved,4.9,Saya puas dengan solusi yang diberikan.,62,0.969,0.038,0.528,0.434,1,0.862,1.0
CALL0001428,C001083,AG016,2026-01-24,Inbound Call,General,Payment Issue,Neutral,335,0,1,Unresolved,4.9,Saya ingin menanyakan status pengajuan saya.,48,0.955,0.121,0.554,0.325,0,0.51,0.5
CALL0001429,C000321,AG030,2026-06-18,Outbound Call,KTA,Fraud Report,Neutral,576,46,0,Follow-up,4.6,Saya tidak melakukan transaksi ini.,77,0.981,0.168,0.545,0.287,0,0.405,0.617
CALL0001430,C000945,AG034,2026-02-25,Outbound Call,KTA,Transaction Issue,Positive,72,157,0,Resolved,3.9,Penjelasannya jelas dan saya sangat terbantu.,15,0.914,0.155,0.462,0.383,1,0.668,1.0
CALL0001431,C000564,AG034,2026-03-18,Inbound Call,Mobile Banking,Complaint,Neutral,434,0,0,Resolved,3.6,Saya ingin menanyakan status pengajuan saya.,60,0.829,0.072,0.611,0.317,1,0.47,0.889
CALL0001432,C000223,AG009,2026-07-20,Inbound Call,Savings,Cancellation,Neutral,262,49,0,Resolved,3.4,Mohon informasi mengenai biaya dan ketentuan produk.,40,0.962,0.116,0.449,0.435,1,0.387,0.966
CALL0001433,C000206,AG028,2026-03-28,Inbound Call,KPR,Fraud Report,Neutral,346,182,0,Follow-up,3.9,Ada transaksi kartu yang bukan saya lakukan.,50,0.929,0.077,0.438,0.485,0,0.524,0.58
CALL0001434,C000675,AG001,2026-02-04,Inbound Call,KTA,Transaction Issue,Neutral,475,87,0,Resolved,3.3,Saya ingin mengetahui cara melakukan transaksi ini.,66,1.0,0.236,0.653,0.111,1,0.608,0.953
CALL0001435,C000384,AG023,2026-01-06,Inbound Call,Mobile Banking,Product Inquiry,Negative,219,45,1,Resolved,5.0,Saya sudah menunggu lama dan masalah ini belum selesai.,36,0.932,0.183,0.347,0.47,0,0.154,0.604
CALL0001436,C000123,AG023,2026-02-24,Inbound Call,Credit Card,Complaint,Neutral,450,56,0,Unresolved,3.1,Saya ingin menanyakan status pengajuan saya.,62,0.927,0.083,0.276,0.641,0,0.506,0.473
CALL0001437,C000513,AG015,2026-08-08,Inbound Call,KTA,Fraud Report,Negative,382,89,0,Resolved,3.9,Saya tidak melakukan transaksi ini.,53,0.955,0.038,0.376,0.586,1,0.166,0.926
CALL0001438,C000783,AG040,2026-05-12,Outbound Call,KTA,Payment Issue,Neutral,301,158,0,Resolved,2.6,Mohon informasi mengenai biaya dan ketentuan produk.,45,0.894,0.139,0.526,0.335,1,0.45,0.844
CALL0001439,C000383,AG036,2026-08-27,Inbound Call,Credit Card,Fraud Report,Positive,335,36,0,Resolved,4.3,Ada transaksi kartu yang bukan saya lakukan.,49,0.891,0.086,0.634,0.28,1,0.765,0.986
CALL0001440,C001146,AG002,2026-02-21,Outbound Call,Credit Card,Complaint,Neutral,392,23,0,Resolved,4.0,Saya ingin menanyakan status pengajuan saya.,55,0.924,0.091,0.401,0.508,1,0.447,0.931
CALL0001441,C000935,AG009,2026-03-26,Inbound Call,Savings,Information Request,Neutral,282,0,0,Unresolved,3.8,Mohon informasi mengenai biaya dan ketentuan produk.,42,0.875,0.041,0.698,0.261,0,0.435,0.492
CALL0001442,C000615,AG009,2026-02-09,Inbound Call,Credit Card,Complaint,Neutral,421,71,0,Resolved,3.4,Saya ingin mengetahui cara melakukan transaksi ini.,60,0.916,0.049,0.483,0.468,1,0.37,1.0
CALL0001443,C001121,AG036,2026-04-06,Inbound Call,KTA,Fraud Report,Negative,370,0,0,Resolved,4.1,Saya ingin melaporkan transaksi yang mencurigakan.,52,1.0,0.131,0.466,0.403,1,0.205,1.0
CALL0001444,C000520,AG021,2026-05-16,Inbound Call,Savings,Transaction Issue,Negative,310,39,0,Resolved,3.6,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,48,0.993,0.101,0.378,0.521,1,0.285,0.926
CALL0001445,C000168,AG030,2026-07-13,Inbound Call,General,Complaint,Negative,706,15,0,Resolved,3.9,Saya sudah menunggu lama dan masalah ini belum selesai.,97,0.948,0.295,0.714,0.1,1,0.257,0.877
CALL0001446,C000043,AG033,2026-03-30,Inbound Call,Credit Card,Product Inquiry,Neutral,495,124,0,Follow-up,5.0,Mohon informasi mengenai biaya dan ketentuan produk.,69,1.0,0.162,0.462,0.376,0,0.619,0.693
CALL0001447,C001125,AG031,2026-07-05,Inbound Call,Savings,Information Request,Neutral,351,37,0,Unresolved,4.2,Saya ingin menanyakan status pengajuan saya.,50,0.881,0.039,0.32,0.641,0,0.446,0.568
CALL0001448,C001151,AG004,2026-05-31,Inbound Call,Credit Card,Transaction Issue,Neutral,446,87,0,Follow-up,4.4,Mohon informasi mengenai biaya dan ketentuan produk.,63,1.0,0.013,0.775,0.212,0,0.568,0.597
CALL0001449,C000887,AG006,2026-03-12,Inbound Call,Savings,Payment Issue,Neutral,235,0,0,Unresolved,3.7,Saya ingin mengetahui cara melakukan transaksi ini.,36,0.902,0.148,0.527,0.325,0,0.412,0.534
CALL0001450,C000124,AG016,2026-08-07,Inbound Call,Savings,Complaint,Negative,341,72,0,Resolved,3.5,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,52,1.0,0.092,0.576,0.332,1,0.257,0.9
CALL0001451,C000353,AG014,2026-04-15,Inbound Call,Debit Card,Information Request,Negative,362,0,1,Resolved,4.0,Saya sudah menunggu lama dan masalah ini belum selesai.,54,1.0,0.213,0.682,0.105,0,0.332,0.473
CALL0001452,C000050,AG030,2026-02-06,Inbound Call,Savings,Transaction Issue,Neutral,196,42,0,Resolved,5.0,Mohon informasi mengenai biaya dan ketentuan produk.,31,0.825,0.14,0.554,0.306,1,0.54,0.999
CALL0001453,C000062,AG007,2026-08-20,Inbound Call,General,Fraud Report,Negative,490,187,0,Resolved,3.8,Saya tidak melakukan transaksi ini.,66,1.0,0.0,0.597,0.403,1,0.333,0.93
CALL0001454,C000296,AG015,2026-08-08,Inbound Call,Credit Card,Information Request,Negative,329,116,0,Resolved,4.3,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,50,0.913,0.049,0.487,0.464,1,0.152,0.976
CALL0001455,C000686,AG010,2026-01-12,Inbound Call,Credit Card,Payment Issue,Neutral,356,58,1,Resolved,3.4,Mohon informasi mengenai biaya dan ketentuan produk.,51,0.896,0.073,0.568,0.359,0,0.489,0.449
CALL0001456,C000079,AG008,2026-08-05,Inbound Call,Credit Card,Complaint,Negative,318,241,0,Resolved,2.0,Saya kecewa karena transaksi saya bermasalah.,46,0.961,0.151,0.476,0.373,1,0.127,0.819
CALL0001457,C001181,AG007,2026-08-16,Outbound Call,KTA,Payment Issue,Positive,953,15,1,Unresolved,3.5,Saya puas dengan solusi yang diberikan.,125,0.87,0.046,0.478,0.476,0,0.753,0.528
CALL0001458,C000546,AG008,2026-07-18,Inbound Call,KPR,Fraud Report,Positive,301,129,0,Resolved,5.0,Saya tidak melakukan transaksi ini.,43,0.96,0.131,0.494,0.375,1,0.772,1.0
CALL0001459,C000317,AG023,2026-03-03,Inbound Call,Credit Card,Complaint,Neutral,48,0,0,Resolved,4.5,Saya ingin menanyakan status pengajuan saya.,12,0.874,0.026,0.432,0.542,1,0.502,0.971
CALL0001460,C000619,AG017,2026-06-01,Inbound Call,KPR,Complaint,Neutral,132,52,1,Unresolved,5.0,Mohon informasi mengenai biaya dan ketentuan produk.,23,0.941,0.12,0.541,0.339,0,0.462,0.549
CALL0001461,C000948,AG018,2026-05-10,Inbound Call,General,Complaint,Neutral,557,0,0,Resolved,3.8,Saya ingin mengetahui cara melakukan transaksi ini.,77,1.0,0.146,0.54,0.314,1,0.461,0.862
CALL0001462,C000375,AG020,2026-05-29,Inbound Call,Debit Card,Transaction Issue,Negative,661,79,0,Resolved,2.3,Saya sudah menunggu lama dan masalah ini belum selesai.,92,0.953,0.222,0.578,0.2,1,0.228,0.858
CALL0001463,C000057,AG030,2026-05-28,Outbound Call,Credit Card,Transaction Issue,Neutral,297,68,0,Resolved,3.2,Mohon informasi mengenai biaya dan ketentuan produk.,44,0.908,0.137,0.557,0.306,1,0.487,0.833
CALL0001464,C000062,AG035,2026-06-03,Inbound Call,General,Product Inquiry,Neutral,650,48,0,Unresolved,4.3,Saya ingin mengetahui cara melakukan transaksi ini.,88,0.962,0.063,0.72,0.217,0,0.408,0.571
CALL0001465,C001022,AG022,2026-05-04,Inbound Call,KPR,Transaction Issue,Neutral,553,125,0,Unresolved,4.2,Saya ingin mengetahui cara melakukan transaksi ini.,76,0.846,0.225,0.606,0.169,0,0.348,0.553
CALL0001466,C000134,AG026,2026-06-15,Inbound Call,KTA,Cancellation,Positive,386,34,0,Resolved,4.0,Penjelasannya jelas dan saya sangat terbantu.,54,0.88,0.107,0.455,0.438,1,0.702,0.943
CALL0001467,C000763,AG030,2026-05-07,Inbound Call,KTA,Transaction Issue,Negative,373,83,0,Resolved,3.7,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,56,0.904,0.174,0.534,0.292,1,0.089,0.988
CALL0001468,C000462,AG028,2026-01-04,Inbound Call,KTA,Information Request,Neutral,453,110,0,Resolved,4.8,Saya ingin mengetahui cara melakukan transaksi ini.,64,0.977,0.077,0.65,0.273,1,0.433,0.913
CALL0001469,C000933,AG006,2026-01-09,Inbound Call,Debit Card,Information Request,Negative,578,0,0,Resolved,3.7,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,81,0.954,0.126,0.366,0.508,1,0.166,0.899
CALL0001470,C000073,AG040,2026-08-18,Inbound Call,Mobile Banking,Transaction Issue,Neutral,492,24,1,Unresolved,4.3,Saya ingin mengetahui cara melakukan transaksi ini.,69,0.962,0.064,0.722,0.214,0,0.488,0.518
CALL0001471,C001077,AG007,2026-08-07,Outbound Call,Mobile Banking,Cancellation,Positive,298,68,1,Resolved,4.2,Saya puas dengan solusi yang diberikan.,43,0.928,0.143,0.387,0.47,0,0.697,0.5
CALL0001472,C000838,AG017,2026-05-21,Inbound Call,Mobile Banking,Information Request,Positive,389,100,0,Unresolved,3.8,"Terima kasih sudah membantu saya, masalah saya sudah selesai.",58,0.883,0.176,0.588,0.236,0,0.925,0.463
CALL0001473,C000539,AG027,2026-02-11,Outbound Call,Debit Card,Information Request,Positive,777,143,0,Follow-up,3.4,"Terima kasih sudah membantu saya, masalah saya sudah selesai.",106,1.0,0.085,0.481,0.434,0,0.649,0.596
CALL0001474,C000249,AG017,2026-07-07,Inbound Call,KPR,Payment Issue,Negative,465,53,1,Resolved,3.7,Saya kecewa karena transaksi saya bermasalah.,64,0.888,0.081,0.474,0.445,0,0.297,0.536
CALL0001475,C001172,AG010,2026-02-04,Outbound Call,KTA,Product Inquiry,Neutral,576,48,0,Follow-up,5.0,Saya ingin mengetahui cara melakukan transaksi ini.,79,0.955,0.145,0.324,0.531,0,0.487,0.612
CALL0001476,C000363,AG037,2026-04-01,Inbound Call,Credit Card,Information Request,Neutral,517,17,0,Resolved,4.9,Saya ingin mengetahui cara melakukan transaksi ini.,72,0.923,0.062,0.589,0.349,1,0.447,0.905
CALL0001477,C000589,AG003,2026-03-21,Inbound Call,Mobile Banking,Payment Issue,Neutral,469,83,1,Resolved,4.8,Saya ingin mengetahui cara melakukan transaksi ini.,66,0.964,0.014,0.325,0.661,0,0.547,0.526
CALL0001478,C000473,AG010,2026-01-03,Outbound Call,Savings,Information Request,Negative,440,49,1,Unresolved,3.5,Saya sudah menunggu lama dan masalah ini belum selesai.,64,0.894,0.145,0.307,0.548,0,0.164,0.469
CALL0001479,C000277,AG040,2026-07-13,Inbound Call,Mobile Banking,Information Request,Neutral,582,50,0,Resolved,3.0,Saya ingin mengetahui cara melakukan transaksi ini.,80,0.993,0.112,0.619,0.269,1,0.435,0.905
CALL0001480,C000500,AG030,2026-05-03,Outbound Call,Savings,Fraud Report,Negative,549,60,1,Follow-up,4.9,Saya tidak melakukan transaksi ini.,74,1.0,0.111,0.695,0.194,0,0.343,0.597
CALL0001481,C000182,AG004,2026-03-17,Inbound Call,KPR,Product Inquiry,Negative,468,95,0,Resolved,4.7,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,67,0.989,0.156,0.4,0.444,1,0.024,0.98
CALL0001482,C000002,AG031,2026-05-02,Inbound Call,Credit Card,Information Request,Neutral,295,34,0,Resolved,4.2,Saya ingin mengetahui cara melakukan transaksi ini.,44,0.939,0.166,0.6,0.234,1,0.48,1.0
CALL0001483,C000348,AG039,2026-01-01,Inbound Call,General,Cancellation,Neutral,489,23,0,Unresolved,3.8,Mohon informasi mengenai biaya dan ketentuan produk.,68,0.904,0.109,0.576,0.315,0,0.515,0.572
CALL0001484,C000135,AG004,2026-04-15,Inbound Call,KTA,Information Request,Neutral,408,89,1,Resolved,3.0,Saya ingin menanyakan status pengajuan saya.,57,1.0,0.041,0.469,0.49,0,0.613,0.467
CALL0001485,C000498,AG017,2026-05-05,Outbound Call,Credit Card,Cancellation,Neutral,365,0,2,Resolved,4.7,Saya ingin menanyakan status pengajuan saya.,52,0.871,0.075,0.64,0.285,0,0.468,0.475
CALL0001486,C001035,AG019,2026-03-23,Outbound Call,KTA,Complaint,Negative,902,32,0,Resolved,4.9,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,122,0.983,0.161,0.46,0.379,1,0.413,1.0
CALL0001487,C000195,AG006,2026-07-19,Inbound Call,General,Fraud Report,Neutral,143,2,0,Resolved,3.5,Ada transaksi kartu yang bukan saya lakukan.,25,0.95,0.13,0.542,0.328,1,0.561,0.975
CALL0001488,C000002,AG009,2026-03-01,Inbound Call,KPR,Product Inquiry,Negative,593,131,0,Resolved,3.5,Saya sudah menunggu lama dan masalah ini belum selesai.,83,0.926,0.082,0.33,0.588,1,0.011,0.921
CALL0001489,C000134,AG007,2026-02-03,Inbound Call,General,Information Request,Neutral,265,41,0,Unresolved,5.0,Saya ingin menanyakan status pengajuan saya.,39,0.941,0.065,0.335,0.6,0,0.384,0.555
CALL0001490,C000610,AG008,2026-05-07,Inbound Call,Savings,Product Inquiry,Neutral,444,34,1,Resolved,3.6,Saya ingin mengetahui cara melakukan transaksi ini.,63,0.899,0.163,0.62,0.217,0,0.519,0.401
CALL0001491,C000330,AG017,2026-08-01,Inbound Call,General,Product Inquiry,Negative,882,62,0,Unresolved,5.0,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,119,0.956,0.104,0.546,0.35,0,0.108,0.469
CALL0001492,C000587,AG019,2026-04-01,Inbound Call,Mobile Banking,Product Inquiry,Neutral,247,32,2,Unresolved,4.0,Mohon informasi mengenai biaya dan ketentuan produk.,38,0.949,0.173,0.463,0.364,0,0.544,0.425
CALL0001493,C000036,AG010,2026-01-12,Inbound Call,Credit Card,Transaction Issue,Positive,290,43,0,Resolved,3.8,Penjelasannya jelas dan saya sangat terbantu.,42,1.0,0.182,0.709,0.109,1,0.714,0.933
CALL0001494,C000400,AG012,2026-08-21,Outbound Call,Savings,Cancellation,Neutral,417,70,0,Resolved,4.1,Mohon informasi mengenai biaya dan ketentuan produk.,59,0.994,0.098,0.708,0.194,1,0.404,0.946
CALL0001495,C000492,AG008,2026-04-17,Inbound Call,KTA,Cancellation,Neutral,268,42,0,Resolved,3.8,Mohon informasi mengenai biaya dan ketentuan produk.,41,0.961,0.186,0.533,0.281,1,0.423,0.996
CALL0001496,C000518,AG032,2026-02-11,Inbound Call,KPR,Transaction Issue,Negative,579,41,0,Unresolved,4.9,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,81,0.965,0.13,0.305,0.565,0,0.268,0.583
CALL0001497,C000661,AG009,2026-05-28,Inbound Call,Savings,Cancellation,Neutral,324,9,0,Resolved,4.7,Saya ingin mengetahui cara melakukan transaksi ini.,47,1.0,0.139,0.467,0.394,1,0.338,1.0
CALL0001498,C000936,AG037,2026-03-18,Outbound Call,Credit Card,Payment Issue,Negative,538,2,0,Resolved,4.9,Saya sudah menunggu lama dan masalah ini belum selesai.,76,0.872,0.0,0.38,0.62,1,0.284,0.942
CALL0001499,C000561,AG022,2026-08-14,Inbound Call,Mobile Banking,Cancellation,Neutral,181,68,0,Follow-up,4.2,Saya ingin menanyakan status pengajuan saya.,29,0.919,0.052,0.491,0.457,0,0.586,0.503
CALL0001500,C001009,AG033,2026-03-12,Inbound Call,Debit Card,Cancellation,Neutral,95,82,0,Resolved,3.7,Saya ingin mengetahui cara melakukan transaksi ini.,19,0.816,0.056,0.368,0.576,1,0.473,0.848
CALL0001501,C000636,AG026,2026-05-13,Inbound Call,Credit Card,Cancellation,Neutral,379,0,0,Resolved,4.0,Mohon informasi mengenai biaya dan ketentuan produk.,54,0.964,0.098,0.336,0.566,1,0.388,0.989
CALL0001502,C000313,AG011,2026-05-11,Outbound Call,Savings,Cancellation,Negative,138,107,0,Follow-up,3.7,Saya kecewa karena transaksi saya bermasalah.,23,0.981,0.128,0.208,0.664,0,0.244,0.602
CALL0001503,C000275,AG025,2026-02-28,Inbound Call,Mobile Banking,Transaction Issue,Neutral,693,107,0,Resolved,5.0,Saya ingin mengetahui cara melakukan transaksi ini.,94,0.87,0.131,0.5,0.369,1,0.461,0.944
CALL0001504,C000387,AG011,2026-04-30,Inbound Call,Credit Card,Cancellation,Neutral,145,119,0,Resolved,4.8,Mohon informasi mengenai biaya dan ketentuan produk.,25,1.0,0.14,0.204,0.656,1,0.379,0.939
CALL0001505,C000717,AG005,2026-01-27,Inbound Call,KTA,Information Request,Neutral,233,81,1,Resolved,4.0,Mohon informasi mengenai biaya dan ketentuan produk.,36,0.887,0.072,0.442,0.486,0,0.653,0.547
CALL0001506,C000291,AG011,2026-06-04,Inbound Call,KPR,Transaction Issue,Neutral,494,100,0,Unresolved,3.4,Mohon informasi mengenai biaya dan ketentuan produk.,69,0.909,0.168,0.563,0.269,0,0.429,0.445
CALL0001507,C001097,AG012,2026-07-01,Inbound Call,Credit Card,Payment Issue,Negative,314,185,0,Follow-up,5.0,Saya sudah menunggu lama dan masalah ini belum selesai.,48,0.937,0.247,0.393,0.36,0,0.082,0.638
CALL0001508,C000576,AG006,2026-08-17,Inbound Call,Debit Card,Information Request,Neutral,147,48,1,Unresolved,4.2,Saya ingin mengetahui cara melakukan transaksi ini.,25,1.0,0.095,0.35,0.555,0,0.523,0.473
CALL0001509,C001036,AG001,2026-03-20,Inbound Call,Savings,Cancellation,Negative,787,7,0,Follow-up,4.0,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,107,0.879,0.074,0.472,0.454,0,0.195,0.556
CALL0001510,C000820,AG038,2026-03-10,Inbound Call,Debit Card,Transaction Issue,Positive,240,0,1,Resolved,5.0,Saya puas dengan solusi yang diberikan.,36,0.947,0.072,0.381,0.547,0,0.869,0.577
CALL0001511,C000400,AG021,2026-05-12,Inbound Call,Mobile Banking,Information Request,Positive,385,162,0,Resolved,3.7,Penjelasannya jelas dan saya sangat terbantu.,54,0.976,0.126,0.502,0.372,1,0.72,0.967
CALL0001512,C000274,AG017,2026-06-16,Inbound Call,General,Complaint,Neutral,382,162,0,Resolved,3.8,Saya ingin menanyakan status pengajuan saya.,54,0.964,0.083,0.356,0.561,1,0.47,0.93
CALL0001513,C000892,AG038,2026-08-27,Inbound Call,General,Fraud Report,Negative,548,14,2,Follow-up,3.9,Saya tidak melakukan transaksi ini.,73,0.966,0.0,0.467,0.533,0,0.227,0.486
CALL0001514,C000397,AG009,2026-01-07,Inbound Call,Mobile Banking,Fraud Report,Neutral,503,25,1,Follow-up,3.1,Ada transaksi kartu yang bukan saya lakukan.,70,0.976,0.018,0.438,0.544,0,0.516,0.467
CALL0001515,C000296,AG017,2026-02-27,Inbound Call,KTA,Fraud Report,Neutral,271,47,0,Resolved,4.3,Ada transaksi kartu yang bukan saya lakukan.,41,0.897,0.191,0.479,0.33,1,0.518,1.0
CALL0001516,C001116,AG034,2026-03-04,Inbound Call,KTA,Complaint,Neutral,361,132,0,Unresolved,3.5,Saya ingin mengetahui cara melakukan transaksi ini.,52,1.0,0.21,0.676,0.114,0,0.522,0.455
CALL0001517,C000579,AG026,2026-03-03,Inbound Call,Debit Card,Information Request,Neutral,379,0,0,Resolved,3.6,Saya ingin menanyakan status pengajuan saya.,53,0.923,0.232,0.504,0.264,1,0.513,0.843
CALL0001518,C000059,AG016,2026-04-22,Inbound Call,KTA,Complaint,Neutral,555,0,0,Resolved,3.5,Mohon informasi mengenai biaya dan ketentuan produk.,76,0.915,0.136,0.541,0.323,1,0.467,0.973
CALL0001519,C000594,AG011,2026-07-29,Outbound Call,Savings,Transaction Issue,Negative,210,184,0,Resolved,3.6,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.,35,1.0,0.051,0.405,0.544,1,0.267,0.942
CALL0001520,C000553,AG002,2026-01-08,Inbound Call,KPR,Payment Issue,Neutral,783,82,1,Follow-up,3.4,Saya ingin mengetahui cara melakukan transaksi ini.,105,0.892,0.089,0.507,0.404,0,0.471,0.487
CALL0001521,C001036,AG004,2026-07-15,Inbound Call,General,Information Request,Neutral,283,90,0,Resolved,4.2,Saya ingin mengetahui cara melakukan transaksi ini.,42,0.949,0.016,0.447,0.537,1,0.564,0.903
CALL0001522,C000854,AG007,2026-05-29,Inbound Call,Mobile Banking,Product Inquiry,Neutral,418,54,0,Resolved,3.9,Mohon informasi mengenai biaya dan ketentuan produk.,59,0.887,0.013,0.484,0.503,1,0.611,0.936
CALL0001523,C000230,AG032,2026-05-28,Inbound Call,KTA,Complaint,Neutral,211,91,0,Follow-up,4.1,Mohon informasi mengenai biaya dan ketentuan produk.,33,1.0,0.138,0.558,0.304,0,0.446,0.587
