Call_ID,Customer_ID,Agent_ID,Call_Date,Channel,Product,Intent,Sentiment,Duration_Sec,Hold_Sec,Transfer_Count,Resolution,CSAT,Transcript_Snippet
CALL0001458,C000546,AG008,2026-07-18,Inbound Call,KPR,Fraud Report,Positive,301,129,0,Resolved,5.0,Saya tidak melakukan transaksi ini.
CALL0001459,C000317,AG023,2026-03-03,Inbound Call,Credit Card,Complaint,Neutral,48,0,0,Resolved,4.5,Saya ingin menanyakan status pengajuan saya.
CALL0001460,C000619,AG017,2026-06-01,Inbound Call,KPR,Complaint,Neutral,132,52,1,Unresolved,5.0,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0001461,C000948,AG018,2026-05-10,Inbound Call,General,Complaint,Neutral,557,0,0,Resolved,3.8,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0001462,C000375,AG020,2026-05-29,Inbound Call,Debit Card,Transaction Issue,Negative,661,79,0,Resolved,2.3,Saya sudah menunggu lama dan masalah ini belum selesai.
CALL0001463,C000057,AG030,2026-05-28,Outbound Call,Credit Card,Transaction Issue,Neutral,297,68,0,Resolved,3.2,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0001464,C000062,AG035,2026-06-03,Inbound Call,General,Product Inquiry,Neutral,650,48,0,Unresolved,4.3,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0001465,C001022,AG022,2026-05-04,Inbound Call,KPR,Transaction Issue,Neutral,553,125,0,Unresolved,4.2,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0001466,C000134,AG026,2026-06-15,Inbound Call,KTA,Cancellation,Positive,386,34,0,Resolved,4.0,Penjelasannya jelas dan saya sangat terbantu.
CALL0001467,C000763,AG030,2026-05-07,Inbound Call,KTA,Transaction Issue,Negative,373,83,0,Resolved,3.7,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.
CALL0001468,C000462,AG028,2026-01-04,Inbound Call,KTA,Information Request,Neutral,453,110,0,Resolved,4.8,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0001469,C000933,AG006,2026-01-09,Inbound Call,Debit Card,Information Request,Negative,578,0,0,Resolved,3.7,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.
CALL0001470,C000073,AG040,2026-08-18,Inbound Call,Mobile Banking,Transaction Issue,Neutral,492,24,1,Unresolved,4.3,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0001471,C001077,AG007,2026-08-07,Outbound Call,Mobile Banking,Cancellation,Positive,298,68,1,Resolved,4.2,Saya puas dengan solusi yang diberikan.
CALL0001472,C000838,AG017,2026-05-21,Inbound Call,Mobile Banking,Information Request,Positive,389,100,0,Unresolved,3.8,"Terima kasih sudah membantu saya, masalah saya sudah selesai."
CALL0001473,C000539,AG027,2026-02-11,Outbound Call,Debit Card,Information Request,Positive,777,143,0,Follow-up,3.4,"Terima kasih sudah membantu saya, masalah saya sudah selesai."
CALL0001474,C000249,AG017,2026-07-07,Inbound Call,KPR,Payment Issue,Negative,465,53,1,Resolved,3.7,Saya kecewa karena transaksi saya bermasalah.
CALL0001475,C001172,AG010,2026-02-04,Outbound Call,KTA,Product Inquiry,Neutral,576,48,0,Follow-up,5.0,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0001476,C000363,AG037,2026-04-01,Inbound Call,Credit Card,Information Request,Neutral,517,17,0,Resolved,4.9,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0001477,C000589,AG003,2026-03-21,Inbound Call,Mobile Banking,Payment Issue,Neutral,469,83,1,Resolved,4.8,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0001478,C000473,AG010,2026-01-03,Outbound Call,Savings,Information Request,Negative,440,49,1,Unresolved,3.5,Saya sudah menunggu lama dan masalah ini belum selesai.
CALL0001479,C000277,AG040,2026-07-13,Inbound Call,Mobile Banking,Information Request,Neutral,582,50,0,Resolved,3.0,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0001480,C000500,AG030,2026-05-03,Outbound Call,Savings,Fraud Report,Negative,549,60,1,Follow-up,4.9,Saya tidak melakukan transaksi ini.
CALL0001481,C000182,AG004,2026-03-17,Inbound Call,KPR,Product Inquiry,Negative,468,95,0,Resolved,4.7,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.
CALL0001482,C000002,AG031,2026-05-02,Inbound Call,Credit Card,Information Request,Neutral,295,34,0,Resolved,4.2,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0001483,C000348,AG039,2026-01-01,Inbound Call,General,Cancellation,Neutral,489,23,0,Unresolved,3.8,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0001484,C000135,AG004,2026-04-15,Inbound Call,KTA,Information Request,Neutral,408,89,1,Resolved,3.0,Saya ingin menanyakan status pengajuan saya.
CALL0001485,C000498,AG017,2026-05-05,Outbound Call,Credit Card,Cancellation,Neutral,365,0,2,Resolved,4.7,Saya ingin menanyakan status pengajuan saya.
CALL0001486,C001035,AG019,2026-03-23,Outbound Call,KTA,Complaint,Negative,902,32,0,Resolved,4.9,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.
CALL0001487,C000195,AG006,2026-07-19,Inbound Call,General,Fraud Report,Neutral,143,2,0,Resolved,3.5,Ada transaksi kartu yang bukan saya lakukan.
CALL0001488,C000002,AG009,2026-03-01,Inbound Call,KPR,Product Inquiry,Negative,593,131,0,Resolved,3.5,Saya sudah menunggu lama dan masalah ini belum selesai.
CALL0001489,C000134,AG007,2026-02-03,Inbound Call,General,Information Request,Neutral,265,41,0,Unresolved,5.0,Saya ingin menanyakan status pengajuan saya.
CALL0001490,C000610,AG008,2026-05-07,Inbound Call,Savings,Product Inquiry,Neutral,444,34,1,Resolved,3.6,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0001491,C000330,AG017,2026-08-01,Inbound Call,General,Product Inquiry,Negative,882,62,0,Unresolved,5.0,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.
CALL0001492,C000587,AG019,2026-04-01,Inbound Call,Mobile Banking,Product Inquiry,Neutral,247,32,2,Unresolved,4.0,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0001493,C000036,AG010,2026-01-12,Inbound Call,Credit Card,Transaction Issue,Positive,290,43,0,Resolved,3.8,Penjelasannya jelas dan saya sangat terbantu.
CALL0001494,C000400,AG012,2026-08-21,Outbound Call,Savings,Cancellation,Neutral,417,70,0,Resolved,4.1,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0001495,C000492,AG008,2026-04-17,Inbound Call,KTA,Cancellation,Neutral,268,42,0,Resolved,3.8,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0001496,C000518,AG032,2026-02-11,Inbound Call,KPR,Transaction Issue,Negative,579,41,0,Unresolved,4.9,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.
CALL0001497,C000661,AG009,2026-05-28,Inbound Call,Savings,Cancellation,Neutral,324,9,0,Resolved,4.7,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0001498,C000936,AG037,2026-03-18,Outbound Call,Credit Card,Payment Issue,Negative,538,2,0,Resolved,4.9,Saya sudah menunggu lama dan masalah ini belum selesai.
CALL0001499,C000561,AG022,2026-08-14,Inbound Call,Mobile Banking,Cancellation,Neutral,181,68,0,Follow-up,4.2,Saya ingin menanyakan status pengajuan saya.
CALL0001500,C001009,AG033,2026-03-12,Inbound Call,Debit Card,Cancellation,Neutral,95,82,0,Resolved,3.7,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0001501,C000636,AG026,2026-05-13,Inbound Call,Credit Card,Cancellation,Neutral,379,0,0,Resolved,4.0,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0001502,C000313,AG011,2026-05-11,Outbound Call,Savings,Cancellation,Negative,138,107,0,Follow-up,3.7,Saya kecewa karena transaksi saya bermasalah.
CALL0001503,C000275,AG025,2026-02-28,Inbound Call,Mobile Banking,Transaction Issue,Neutral,693,107,0,Resolved,5.0,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0001504,C000387,AG011,2026-04-30,Inbound Call,Credit Card,Cancellation,Neutral,145,119,0,Resolved,4.8,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0001505,C000717,AG005,2026-01-27,Inbound Call,KTA,Information Request,Neutral,233,81,1,Resolved,4.0,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0001506,C000291,AG011,2026-06-04,Inbound Call,KPR,Transaction Issue,Neutral,494,100,0,Unresolved,3.4,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0001507,C001097,AG012,2026-07-01,Inbound Call,Credit Card,Payment Issue,Negative,314,185,0,Follow-up,5.0,Saya sudah menunggu lama dan masalah ini belum selesai.
CALL0001508,C000576,AG006,2026-08-17,Inbound Call,Debit Card,Information Request,Neutral,147,48,1,Unresolved,4.2,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0001509,C001036,AG001,2026-03-20,Inbound Call,Savings,Cancellation,Negative,787,7,0,Follow-up,4.0,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.
CALL0001510,C000820,AG038,2026-03-10,Inbound Call,Debit Card,Transaction Issue,Positive,240,0,1,Resolved,5.0,Saya puas dengan solusi yang diberikan.
CALL0001511,C000400,AG021,2026-05-12,Inbound Call,Mobile Banking,Information Request,Positive,385,162,0,Resolved,3.7,Penjelasannya jelas dan saya sangat terbantu.
CALL0001512,C000274,AG017,2026-06-16,Inbound Call,General,Complaint,Neutral,382,162,0,Resolved,3.8,Saya ingin menanyakan status pengajuan saya.
CALL0001513,C000892,AG038,2026-08-27,Inbound Call,General,Fraud Report,Negative,548,14,2,Follow-up,3.9,Saya tidak melakukan transaksi ini.
CALL0001514,C000397,AG009,2026-01-07,Inbound Call,Mobile Banking,Fraud Report,Neutral,503,25,1,Follow-up,3.1,Ada transaksi kartu yang bukan saya lakukan.
CALL0001515,C000296,AG017,2026-02-27,Inbound Call,KTA,Fraud Report,Neutral,271,47,0,Resolved,4.3,Ada transaksi kartu yang bukan saya lakukan.
CALL0001516,C001116,AG034,2026-03-04,Inbound Call,KTA,Complaint,Neutral,361,132,0,Unresolved,3.5,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0001517,C000579,AG026,2026-03-03,Inbound Call,Debit Card,Information Request,Neutral,379,0,0,Resolved,3.6,Saya ingin menanyakan status pengajuan saya.
CALL0001518,C000059,AG016,2026-04-22,Inbound Call,KTA,Complaint,Neutral,555,0,0,Resolved,3.5,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0001519,C000594,AG011,2026-07-29,Outbound Call,Savings,Transaction Issue,Negative,210,184,0,Resolved,3.6,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.
CALL0001520,C000553,AG002,2026-01-08,Inbound Call,KPR,Payment Issue,Neutral,783,82,1,Follow-up,3.4,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0001521,C001036,AG004,2026-07-15,Inbound Call,General,Information Request,Neutral,283,90,0,Resolved,4.2,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0001522,C000854,AG007,2026-05-29,Inbound Call,Mobile Banking,Product Inquiry,Neutral,418,54,0,Resolved,3.9,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0001523,C000230,AG032,2026-05-28,Inbound Call,KTA,Complaint,Neutral,211,91,0,Follow-up,4.1,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0001524,C000181,AG026,2026-06-12,Inbound Call,Mobile Banking,Fraud Report,Neutral,186,0,0,Resolved,5.0,Ada transaksi kartu yang bukan saya lakukan.
CALL0001525,C000724,AG018,2026-01-28,Inbound Call,KTA,Payment Issue,Negative,263,19,0,Resolved,3.9,Saya sudah menunggu lama dan masalah ini belum selesai.
CALL0001526,C000057,AG032,2026-06-29,Outbound Call,KPR,Transaction Issue,Neutral,245,71,0,Resolved,4.5,Saya ingin menanyakan status pengajuan saya.
CALL0001527,C000383,AG007,2026-03-01,Inbound Call,General,Information Request,Negative,345,0,0,Resolved,4.6,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.
CALL0001528,C000166,AG009,2026-05-04,Inbound Call,General,Fraud Report,Positive,244,48,0,Resolved,4.0,Ada transaksi kartu yang bukan saya lakukan.
CALL0001529,C000025,AG016,2026-06-12,Inbound Call,Debit Card,Information Request,Negative,545,45,1,Resolved,4.3,Saya kecewa karena transaksi saya bermasalah.
CALL0001530,C001102,AG037,2026-05-25,Inbound Call,KTA,Payment Issue,Neutral,279,48,0,Unresolved,4.1,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0001531,C000108,AG025,2026-03-19,Outbound Call,KPR,Cancellation,Negative,259,35,0,Resolved,4.2,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.
CALL0001532,C000012,AG035,2026-04-06,Inbound Call,Credit Card,Product Inquiry,Neutral,349,10,0,Resolved,3.6,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0001533,C001119,AG010,2026-04-25,Inbound Call,Debit Card,Product Inquiry,Positive,599,0,0,Unresolved,3.7,Penjelasannya jelas dan saya sangat terbantu.
CALL0001534,C000226,AG034,2026-01-10,Inbound Call,KTA,Product Inquiry,Neutral,459,73,0,Resolved,4.1,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0001535,C000980,AG003,2026-06-24,Inbound Call,General,Cancellation,Neutral,402,48,0,Unresolved,2.6,Saya ingin menanyakan status pengajuan saya.
CALL0001536,C000038,AG010,2026-01-24,Inbound Call,General,Fraud Report,Neutral,162,0,1,Unresolved,5.0,Saya tidak melakukan transaksi ini.
CALL0001537,C000185,AG021,2026-04-21,Inbound Call,Credit Card,Payment Issue,Neutral,214,68,0,Follow-up,5.0,Saya ingin menanyakan status pengajuan saya.
CALL0001538,C000133,AG003,2026-06-07,Outbound Call,General,Transaction Issue,Negative,190,49,0,Resolved,4.2,Saya sudah menunggu lama dan masalah ini belum selesai.
CALL0001539,C000847,AG035,2026-01-20,Inbound Call,Credit Card,Complaint,Negative,655,40,0,Resolved,4.5,Saya sudah menunggu lama dan masalah ini belum selesai.
CALL0001540,C000744,AG035,2026-08-27,Inbound Call,Savings,Product Inquiry,Neutral,516,0,0,Resolved,4.9,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0001541,C000571,AG022,2026-04-01,Outbound Call,Savings,Product Inquiry,Negative,265,103,1,Follow-up,3.1,Saya kecewa karena transaksi saya bermasalah.
CALL0001542,C000290,AG013,2026-01-04,Outbound Call,General,Payment Issue,Neutral,318,0,1,Follow-up,4.7,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0001543,C000107,AG004,2026-06-08,Inbound Call,Mobile Banking,Transaction Issue,Positive,271,68,3,Resolved,3.7,Penjelasannya jelas dan saya sangat terbantu.
CALL0001544,C000683,AG025,2026-05-14,Inbound Call,General,Transaction Issue,Neutral,261,21,1,Resolved,5.0,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0001545,C000277,AG022,2026-06-03,Inbound Call,Mobile Banking,Fraud Report,Positive,503,44,0,Resolved,3.9,Saya ingin melaporkan transaksi yang mencurigakan.
CALL0001546,C000708,AG031,2026-06-30,Inbound Call,Debit Card,Transaction Issue,Neutral,368,128,0,Resolved,4.7,Saya ingin menanyakan status pengajuan saya.
CALL0001547,C000825,AG025,2026-04-25,Outbound Call,Debit Card,Cancellation,Neutral,795,94,0,Unresolved,3.9,Saya ingin menanyakan status pengajuan saya.
CALL0001548,C001019,AG006,2026-07-18,Inbound Call,General,Transaction Issue,Neutral,645,127,0,Unresolved,5.0,Saya ingin menanyakan status pengajuan saya.
CALL0001549,C000593,AG005,2026-03-30,Inbound Call,KTA,Cancellation,Neutral,656,83,0,Resolved,3.7,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0001550,C000006,AG032,2026-05-11,Outbound Call,KTA,Transaction Issue,Negative,541,87,0,Follow-up,4.9,Saya kecewa karena transaksi saya bermasalah.
CALL0001551,C000337,AG007,2026-02-08,Inbound Call,General,Information Request,Neutral,344,0,0,Resolved,4.5,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0001552,C001024,AG038,2026-05-29,Inbound Call,Debit Card,Payment Issue,Negative,528,48,0,Resolved,4.4,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.
CALL0001553,C000640,AG005,2026-03-04,Inbound Call,General,Fraud Report,Neutral,357,53,1,Resolved,4.2,Ada transaksi kartu yang bukan saya lakukan.
CALL0001554,C000743,AG030,2026-06-17,Inbound Call,Mobile Banking,Product Inquiry,Neutral,713,132,1,Resolved,3.5,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0001555,C000549,AG040,2026-07-12,Outbound Call,General,Product Inquiry,Neutral,493,37,0,Unresolved,2.1,Saya ingin menanyakan status pengajuan saya.
CALL0001556,C000196,AG018,2026-07-26,Inbound Call,Debit Card,Transaction Issue,Negative,467,80,0,Resolved,4.9,Saya kecewa karena transaksi saya bermasalah.
CALL0001557,C001076,AG003,2026-08-11,Inbound Call,Debit Card,Payment Issue,Neutral,443,77,0,Resolved,3.7,Saya ingin menanyakan status pengajuan saya.
CALL0001558,C000927,AG036,2026-01-30,Inbound Call,KPR,Transaction Issue,Neutral,733,129,0,Resolved,4.9,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0001559,C001194,AG008,2026-02-03,Outbound Call,Savings,Payment Issue,Negative,162,58,0,Resolved,4.3,Saya sudah menunggu lama dan masalah ini belum selesai.
CALL0001560,C001026,AG022,2026-08-11,Inbound Call,Debit Card,Fraud Report,Negative,751,111,1,Resolved,5.0,Saya tidak melakukan transaksi ini.
CALL0001561,C000350,AG040,2026-04-02,Outbound Call,Debit Card,Complaint,Neutral,386,0,1,Resolved,4.7,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0001562,C000305,AG030,2026-01-07,Outbound Call,General,Complaint,Positive,167,0,1,Resolved,2.2,Saya puas dengan solusi yang diberikan.
CALL0001563,C000298,AG002,2026-03-10,Inbound Call,KTA,Payment Issue,Positive,285,0,1,Resolved,4.5,Saya puas dengan solusi yang diberikan.
CALL0001564,C001102,AG033,2026-07-20,Outbound Call,KTA,Fraud Report,Neutral,123,108,0,Unresolved,3.8,Saya ingin melaporkan transaksi yang mencurigakan.
CALL0001565,C000668,AG007,2026-03-27,Inbound Call,General,Transaction Issue,Negative,538,102,0,Resolved,4.9,Saya kecewa karena transaksi saya bermasalah.
CALL0001566,C000545,AG030,2026-01-19,Inbound Call,General,Cancellation,Neutral,233,114,0,Resolved,4.5,Saya ingin menanyakan status pengajuan saya.
CALL0001567,C001161,AG025,2026-06-23,Inbound Call,KPR,Product Inquiry,Positive,450,28,0,Resolved,4.5,Penjelasannya jelas dan saya sangat terbantu.
CALL0001568,C000724,AG012,2026-02-16,Outbound Call,KTA,Product Inquiry,Neutral,624,34,0,Resolved,3.8,Saya ingin menanyakan status pengajuan saya.
CALL0001569,C001091,AG017,2026-03-26,Outbound Call,General,Product Inquiry,Neutral,299,58,0,Resolved,3.4,Saya ingin menanyakan status pengajuan saya.
CALL0001570,C001181,AG005,2026-01-01,Inbound Call,KPR,Information Request,Neutral,372,144,1,Resolved,3.7,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0001571,C000096,AG040,2026-05-25,Outbound Call,Debit Card,Complaint,Positive,185,158,0,Resolved,2.7,"Terima kasih sudah membantu saya, masalah saya sudah selesai."
CALL0001572,C000434,AG010,2026-04-17,Inbound Call,Credit Card,Cancellation,Positive,350,109,1,Resolved,3.6,"Terima kasih sudah membantu saya, masalah saya sudah selesai."
CALL0001573,C000881,AG013,2026-07-28,Outbound Call,KPR,Complaint,Neutral,883,83,1,Resolved,3.0,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0001574,C000975,AG021,2026-03-22,Outbound Call,Debit Card,Cancellation,Positive,560,138,0,Follow-up,3.0,"Terima kasih sudah membantu saya, masalah saya sudah selesai."
CALL0001575,C000179,AG027,2026-02-19,Inbound Call,Mobile Banking,Complaint,Neutral,372,51,0,Resolved,4.1,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0001576,C000382,AG021,2026-02-09,Inbound Call,Savings,Information Request,Positive,310,43,0,Resolved,4.5,Saya puas dengan solusi yang diberikan.
CALL0001577,C000658,AG021,2026-02-18,Inbound Call,Debit Card,Product Inquiry,Neutral,412,58,0,Resolved,4.0,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0001578,C000959,AG024,2026-04-19,Outbound Call,KTA,Product Inquiry,Negative,443,11,1,Resolved,3.7,Saya sudah menunggu lama dan masalah ini belum selesai.
CALL0001579,C000136,AG035,2026-01-21,Inbound Call,Savings,Cancellation,Negative,345,55,1,Resolved,3.3,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.
CALL0001580,C000721,AG016,2026-04-07,Inbound Call,Mobile Banking,Product Inquiry,Negative,515,4,0,Unresolved,3.8,Saya kecewa karena transaksi saya bermasalah.
CALL0001581,C000356,AG034,2026-07-25,Inbound Call,Debit Card,Complaint,Neutral,248,121,2,Resolved,3.4,Saya ingin menanyakan status pengajuan saya.
CALL0001582,C000260,AG032,2026-07-04,Inbound Call,KTA,Cancellation,Positive,247,95,0,Resolved,4.0,Saya puas dengan solusi yang diberikan.
CALL0001583,C000618,AG039,2026-06-02,Inbound Call,Mobile Banking,Information Request,Neutral,487,144,0,Follow-up,2.9,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0001584,C000497,AG037,2026-08-03,Inbound Call,Savings,Complaint,Negative,210,0,0,Resolved,4.6,Saya kecewa karena transaksi saya bermasalah.
CALL0001585,C000763,AG032,2026-07-07,Outbound Call,Savings,Payment Issue,Positive,551,170,1,Resolved,3.6,Penjelasannya jelas dan saya sangat terbantu.
CALL0001586,C000381,AG010,2026-06-06,Inbound Call,General,Information Request,Neutral,417,0,0,Resolved,4.3,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0001587,C000988,AG031,2026-07-27,Outbound Call,KTA,Fraud Report,Neutral,91,0,0,Resolved,4.7,Ada transaksi kartu yang bukan saya lakukan.
CALL0001588,C000094,AG030,2026-01-30,Inbound Call,Mobile Banking,Fraud Report,Neutral,440,31,0,Unresolved,4.3,Ada transaksi kartu yang bukan saya lakukan.
CALL0001589,C001034,AG012,2026-07-16,Outbound Call,General,Cancellation,Negative,117,137,0,Resolved,4.6,Saya sudah menunggu lama dan masalah ini belum selesai.
CALL0001590,C000036,AG028,2026-03-12,Inbound Call,Debit Card,Complaint,Neutral,545,77,0,Follow-up,2.5,Saya ingin menanyakan status pengajuan saya.
CALL0001591,C000883,AG011,2026-06-25,Inbound Call,General,Complaint,Neutral,375,52,0,Resolved,3.7,Saya ingin menanyakan status pengajuan saya.
CALL0001592,C000416,AG021,2026-08-08,Inbound Call,Mobile Banking,Transaction Issue,Negative,753,21,2,Resolved,4.9,Saya kecewa karena transaksi saya bermasalah.
CALL0001593,C000460,AG032,2026-04-30,Inbound Call,KPR,Fraud Report,Positive,613,0,0,Resolved,4.4,Ada transaksi kartu yang bukan saya lakukan.
CALL0001594,C000023,AG008,2026-01-22,Inbound Call,General,Cancellation,Positive,229,127,3,Resolved,5.0,"Terima kasih sudah membantu saya, masalah saya sudah selesai."
CALL0001595,C000842,AG014,2026-03-30,Outbound Call,Mobile Banking,Product Inquiry,Neutral,56,109,0,Resolved,5.0,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0001596,C000199,AG032,2026-04-08,Inbound Call,KPR,Information Request,Neutral,284,139,1,Resolved,4.3,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0001597,C000791,AG019,2026-08-13,Inbound Call,KTA,Payment Issue,Neutral,200,87,0,Resolved,3.9,Saya ingin mengetahui cara melakukan transaksi ini.
CALL0001598,C000870,AG039,2026-08-15,Inbound Call,KPR,Fraud Report,Positive,749,0,0,Resolved,3.3,Saya tidak melakukan transaksi ini.
CALL0001599,C001014,AG001,2026-05-17,Inbound Call,Debit Card,Payment Issue,Negative,418,0,0,Follow-up,3.7,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.
CALL0001600,C000850,AG029,2026-08-17,Inbound Call,Credit Card,Payment Issue,Neutral,588,91,0,Resolved,3.7,Saya ingin menanyakan status pengajuan saya.
CALL0001601,C000362,AG033,2026-04-15,Inbound Call,Debit Card,Complaint,Neutral,369,45,0,Resolved,3.6,Saya ingin menanyakan status pengajuan saya.
CALL0001602,C000886,AG037,2026-04-09,Inbound Call,Savings,Fraud Report,Neutral,388,34,0,Unresolved,3.4,Saya tidak melakukan transaksi ini.
CALL0001603,C000991,AG007,2026-07-20,Outbound Call,Credit Card,Transaction Issue,Negative,414,4,0,Resolved,4.4,Saya kecewa karena transaksi saya bermasalah.
CALL0001604,C000381,AG040,2026-06-10,Inbound Call,Mobile Banking,Fraud Report,Neutral,619,117,0,Follow-up,5.0,Saya tidak melakukan transaksi ini.
CALL0001605,C000149,AG016,2026-05-06,Inbound Call,Debit Card,Transaction Issue,Negative,476,90,1,Follow-up,4.7,Saya kecewa karena transaksi saya bermasalah.
CALL0001606,C001068,AG015,2026-04-20,Inbound Call,Debit Card,Fraud Report,Neutral,230,93,0,Resolved,3.8,Saya tidak melakukan transaksi ini.
CALL0001607,C000178,AG015,2026-06-19,Inbound Call,Savings,Fraud Report,Neutral,712,30,0,Resolved,4.8,Saya tidak melakukan transaksi ini.
CALL0001608,C000713,AG026,2026-06-30,Inbound Call,KTA,Information Request,Negative,367,75,0,Resolved,4.3,Saya kecewa karena transaksi saya bermasalah.
CALL0001609,C000284,AG027,2026-04-28,Outbound Call,KPR,Transaction Issue,Neutral,338,0,0,Resolved,4.0,Mohon informasi mengenai biaya dan ketentuan produk.
CALL0001610,C000152,AG019,2026-01-08,Inbound Call,Credit Card,Information Request,Neutral,45,58,0,Resolved,4.0,Saya ingin menanyakan status pengajuan saya.
CALL0001611,C000931,AG003,2026-01-25,Inbound Call,KTA,Cancellation,Negative,534,0,1,Resolved,3.9,Saya kecewa karena transaksi saya bermasalah.
CALL0001612,C000173,AG040,2026-02-04,Outbound Call,Mobile Banking,Product Inquiry,Positive,438,0,1,Follow-up,4.5,Saya puas dengan solusi yang diberikan.
CALL0001613,C000804,AG009,2026-04-21,Inbound Call,Credit Card,Transaction Issue,Neutral,438,47,0,Resolved,4.2,Saya ingin menanyakan status pengajuan saya.
CALL0001614,C000832,AG004,2026-05-28,Outbound Call,General,Transaction Issue,Negative,347,196,0,Resolved,3.5,Saya sudah menunggu lama dan masalah ini belum selesai.
CALL0001615,C000073,AG024,2026-07-12,Inbound Call,Mobile Banking,Complaint,Negative,316,0,0,Resolved,3.5,Saya sudah menghubungi beberapa kali tetapi belum ada solusi.
CALL0001616,C000208,AG017,2026-02-25,Inbound Call,KTA,Transaction Issue,Negative,353,0,2,Follow-up,4.3,Saya kecewa karena transaksi saya bermasalah.
CALL0001617,C000953,AG025,2026-07-08,Outbound Call,General,Payment Issue,Negative,503,77,0,Unresolved,4.4,Saya sudah menunggu lama dan masalah ini belum selesai.
CALL0001618,C000609,AG036,2026-06-09,Outbound Call,KPR,Complaint,Positive,535,162,1,Unresolved,3.8,Penjelasannya jelas dan saya sangat terbantu.
CALL0001619,C000146,AG004,2026-01-13,Outbound Call,General,Information Request,Negative,378,76,0,Unresolved,3.2,Saya kecewa karena transaksi saya bermasalah.
CALL0001620,C001190,AG012,2026-03-26,Inbound Call,KPR,Cancellation,Neutral,591,104,0,Resolved,5.0,Saya ingin menanyakan status pengajuan saya.
CALL0001621,C000318,AG021,2026-03-14,Outbound Call,KTA,Fraud Report,Neutral,406,46,0,Resolved,4.8,Saya ingin melaporkan transaksi yang mencurigakan.
CALL0001622,C000005,AG032,2026-08-01,Inbound Call,KTA,Complaint,Neutral,329,37,1,Resolved,2.6,Saya ingin mengetahui cara melakukan transaksi ini.
